recommend,year,sentiment_analysis,title
1,2015,2,The Elder Scrolls IV: Oblivion® Game of the Year Edition
1,2015,2,Minecraft: Story Mode - A Telltale Games Series
1,2013,1,Just Cause 2
1,2015,2,Rust
1,2015,1,Insurgency
1,2014,2,Sleeping Dogs
1,2014,2,Alien Swarm
1,2015,2,Quake Live™
1,2015,2,Team Fortress 2
1,2015,2,HITMAN™
1,2013,2,Team Fortress 2
1,2015,1,Rust
1,2014,2,Far Cry 3
1,2014,2,Far Cry 3
1,2015,2,Copa Petrobras de Marcas
1,2015,2,Insurgency
1,2015,2,Starbound
1,2013,2,Chivalry: Medieval Warfare
1,2013,2,Garry's Mod
1,2014,2,Goat Simulator
1,2014,2,Mount &amp; Blade: Warband
1,2014,2,Warframe
1,2013,2,Dragon Saga
1,2014,2,Sins of a Solar Empire®: Rebellion
1,2014,1,Sniper Elite V2
1,2014,2,Unturned
1,2014,2,Heroes &amp; Generals
1,2015,2,DayZ
1,2014,2,Team Fortress 2
1,2013,2,Bloody Trapland
1,2015,2,Party Hard
1,2014,1,Loadout
1,2015,2,Cities: Skylines
1,2015,2,Town of Salem
1,2013,1,Counter-Strike: Global Offensive
1,2014,2,Loadout
1,2014,2,Team Fortress 2
1,2013,2,SPORE™
1,2011,2,DC Universe™ Online
1,2015,2,Fallout: New Vegas
1,2014,2,The Forest
1,2014,2,Counter-Strike: Global Offensive
1,2015,2,TeraBlaster
1,2014,2,Counter-Strike: Global Offensive
1,2015,2,Prison Architect
1,2014,2,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien
1,2015,2,Fallout 4
1,2015,2,Ori and the Blind Forest
1,2015,1,Sherlock Holmes: Crimes and Punishments
1,2015,2,Counter-Strike: Global Offensive
1,2014,2,Call of Duty®: Ghosts
1,2014,2,Portal 2
1,2015,1,Plug &amp; Play
1,2015,1,Scrap Mechanic
1,2014,2,Octodad: Dadliest Catch
1,2015,1,Guns of Icarus Online
1,2015,2,Team Fortress 2
1,2015,2,Unturned
1,2015,2,Robocraft
1,2014,2,Squishy the Suicidal Pig
1,2015,2,Stranded Deep
1,2013,2,Dragon Age: Origins - Ultimate Edition
1,2013,1,Left 4 Dead 2
1,2014,2,Assassin's Creed® Unity
1,2012,1,Counter-Strike
1,2014,2,NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD
1,2014,1,Castle Crashers®
1,2014,1,Torchlight II
1,2014,2,Battlefield: Bad Company™ 2
1,2015,2,Batman™: Arkham Knight
1,2013,1,Day of Defeat: Source
1,2014,2,FTL: Faster Than Light
1,2015,2,Shantae and the Pirate's Curse
1,2015,2,Clicker Heroes
1,2013,1,Left 4 Dead 2
1,2015,2,Istrolid
1,2014,1,Team Fortress 2
1,2015,1,Saints Row 2
1,2014,1,Unturned
1,2015,2,Geometry Dash
1,2015,2,Counter-Strike: Global Offensive
1,2015,2,Warframe
1,2013,2,Just Cause 2: Multiplayer Mod
1,2014,2,Unearthed: Trail of Ibn Battuta - Episode 1 - Gold Edition
1,2014,1,Watch_Dogs™
1,2014,1,Team Fortress 2
1,2013,2,Brutal Legend
1,2013,2,The Witcher: Enhanced Edition Director's Cut
1,2015,1,Grand Theft Auto V
1,2014,2,Counter-Strike: Global Offensive
1,2014,2,Team Fortress 2
1,2015,1,Hyperdimension Neptunia Re;Birth3 V Generation / 神次次元ゲイム ネプテューヌRe;Birth3 V CENTURY
1,2015,2,HITMAN™
1,2013,2,Day of Defeat: Source
1,2015,1,Team Fortress 2
1,2015,1,Terraria
1,2015,2,Counter-Strike: Global Offensive
1,2014,2,The Fifth Day
1,2015,2,Prison Architect
1,2014,2,Dishonored
1,2014,1,Free to Play
1,2013,1,Stardew Valley
1,2014,2,RIFT
1,2014,1,Hitman: Absolution™
1,2013,2,Counter-Strike: Global Offensive
1,2013,2,Team Fortress 2
1,2014,2,STAR WARS™ - Knights of the Old Republic™
1,2013,2,Realm of the Mad God
1,2014,2,Killing Floor
1,2014,2,Just Cause 2
1,2014,2,Counter-Strike: Global Offensive
1,2015,1,Counter-Strike: Global Offensive
1,2014,2,The Binding of Isaac
1,2014,2,Team Fortress 2
1,2015,2,Five Nights at Freddy's 3
1,2015,2,Undertale
1,2015,2,Empire: Total War™
1,2015,2,AdVenture Capitalist
1,2014,2,Thomas Was Alone
1,2014,2,Fistful of Frags
1,2015,2,Counter-Strike: Global Offensive
1,2015,1,Rust
1,2013,2,Skullgirls
1,2014,2,ORION: Prelude
1,2015,2,ARK: Survival Evolved
1,2014,2,Borderlands 2
1,2014,2,Team Fortress 2
1,2013,1,Borderlands 2
1,2013,1,The Stanley Parable
1,2013,2,Terraria
1,2014,2,Verdun
1,2014,2,Team Fortress 2
1,2013,2,Team Fortress 2
1,2014,2,Loadout
1,2015,2,Counter-Strike: Global Offensive
1,2013,2,Max Payne 3
1,2014,2,Stronghold Crusader 2
1,2013,2,Starbound
1,2014,2,Defiance
1,2015,2,Block N Load
1,2015,2,Trove
1,2011,2,Half-Life 2: Episode One
1,2015,2,Rocket League®
1,2014,2,DayZ
1,2014,1,"Star Wars: Battlefront 2 (Classic, 2005)"
1,2015,2,Mount &amp; Blade: Warband
1,2015,2,"Star Wars: Battlefront 2 (Classic, 2005)"
1,2015,2,Hotline Miami
1,2015,1,The Beginner's Guide
1,2014,1,DARK SOULS™: Prepare To Die™ Edition
1,2014,2,Team Fortress 2
1,2015,2,BioShock Infinite
1,2014,2,Sid Meier's Civilization® V
1,2014,2,Team Fortress 2
1,2013,1,Mirror's Edge™
1,2014,2,Terraria
1,2015,1,Gods Will Be Watching
1,2014,2,Counter-Strike: Global Offensive
1,2015,2,Counter-Strike: Global Offensive
1,2014,2,Factorio
1,2013,2,The Walking Dead: Season 2
1,2014,2,McPixel
1,2014,2,Loadout
1,2015,2,Dirty Bomb®
1,2014,2,DARK SOULS™ II
1,2013,2,Team Fortress 2
1,2015,2,Brawlhalla
1,2015,1,Team Fortress 2
1,2013,2,Saints Row IV
1,2015,2,Team Fortress 2
1,2015,2,Counter-Strike: Global Offensive
1,2012,2,Terraria
1,2015,1,Counter-Strike Nexon: Zombies
1,2015,2,Squad
1,2015,2,Heroes &amp; Generals
1,2013,1,Natural Selection 2
1,2014,2,Garry's Mod
1,2014,1,Unturned
1,2014,1,Source Filmmaker
1,2014,2,Rust
1,2013,2,Counter-Strike: Source
1,2014,2,Left 4 Dead 2
1,2013,2,Surgeon Simulator
1,2014,1,Spelunky
1,2013,2,The Stanley Parable
1,2015,2,Grand Theft Auto V
1,2015,1,Verdun
1,2014,2,Borderlands 2
1,2013,2,Just Cause 2
1,2015,2,Geometry Dash
1,2014,1,Scribblenauts Unmasked: A DC Comics Adventure
1,2014,2,BioShock Infinite
1,2014,2,Terraria
1,2015,1,Dragon's Dogma: Dark Arisen
1,2014,2,Goat Simulator
1,2015,2,The Average Everyday Adventures of Samantha Browne
1,2013,2,Team Fortress 2
1,2014,2,Hotline Miami
1,2014,2,Zombie Panic! Source
1,2014,2,Five Nights at Freddy's
1,2014,2,Rust
1,2014,2,DayZ
1,2015,1,Castle Crashers®
1,2014,2,Counter-Strike: Global Offensive
1,2013,2,Realm of the Mad God
1,2014,2,America's Army: Proving Grounds
1,2015,1,Dwarfs!?
1,2015,2,LISA
1,2014,2,The Stanley Parable
1,2014,1,Garry's Mod
1,2015,2,Counter-Strike: Global Offensive
1,2014,2,Grand Theft Auto V
1,2012,2,Portal
1,2013,2,Team Fortress 2
1,2015,2,Unturned
1,2015,1,Saints Row IV
1,2014,2,Mirror's Edge™
1,2014,2,ORION: Prelude
1,2015,1,Counter-Strike: Global Offensive
1,2015,2,Dirty Bomb®
1,2014,2,Starbound
1,2014,2,ARK: Survival Evolved
1,2015,2,Crusaders of the Lost Idols
1,2012,2,Fallout 3: Game of the Year Edition
1,2015,1,Counter-Strike: Global Offensive
1,2014,2,Awesomenauts - the 2D moba
1,2015,2,The Moon Sliver
1,2013,2,ARK: Survival Evolved
1,2014,2,Team Fortress 2
1,2014,2,Assassin’s Creed® Rogue
1,2014,2,Unturned
1,2015,2,Robocraft
1,2012,2,The Walking Dead
1,2015,2,Voices from the Sea
1,2014,1,Counter-Strike: Global Offensive
1,2015,2,Remember Me
1,2013,2,Garry's Mod
1,2015,2,Bardbarian
1,2014,2,Kung Fury
1,2014,2,DC Universe™ Online
1,2015,2,TERA
1,2015,2,Garry's Mod
1,2014,2,Half-Life 2
1,2014,2,Fallout: New Vegas
1,2014,2,Left 4 Dead 2
1,2013,2,PlanetSide 2
1,2014,2,Garry's Mod
1,2013,2,Mount &amp; Blade: Warband
1,2015,2,Arma 3
1,2012,2,Team Fortress 2
1,2014,1,Left 4 Dead 2
1,2014,2,BioShock Infinite
1,2014,2,Unturned
1,2015,1,Resident Evil 6 / Biohazard 6
1,2011,2,The Witcher 2: Assassins of Kings Enhanced Edition
1,2014,2,Blacklight: Retribution
1,2015,2,Card Hunter
1,2014,1,Team Fortress 2
1,2014,2,Team Fortress 2
1,2015,2,Fallout: New Vegas
1,2015,1,Counter-Strike: Global Offensive
1,2015,2,Command &amp; Conquer 3: Tiberium Wars
1,2014,1,Loadout
1,2015,2,Without Within
1,2015,2,Rocket League®
1,2013,1,Red Orchestra 2: Heroes of Stalingrad with Rising Storm
1,2014,2,Sins of a Solar Empire®: Rebellion
1,2014,2,Team Fortress 2
1,2012,2,Team Fortress 2
1,2015,1,Garry's Mod
1,2014,2,Democracy 3
1,2015,2,Counter-Strike: Global Offensive
1,2014,1,POSTAL 2
1,2014,2,Counter-Strike: Source
1,2015,2,Cities: Skylines
1,2014,2,The Walking Dead: Season 2
1,2013,2,Clicker Heroes
1,2014,2,Mount &amp; Blade: Warband
1,2013,2,Terraria
1,2012,2,Back to the Future: The Game
1,2014,2,Gunpoint
1,2015,2,BattleBlock Theater®
1,2015,2,Counter-Strike: Global Offensive
1,2014,1,Garry's Mod
1,2014,2,The Expendabros
1,2014,2,PlanetSide 2
1,2014,2,Lovely Planet
1,2014,2,Contagion
1,2015,1,LEGO® STAR WARS™: The Force Awakens
1,2015,2,Dungeon Defenders II
1,2014,2,"Papers, Please"
1,2014,2,DayZ
1,2014,2,Warface
1,2012,2,Team Fortress 2
1,2013,1,Warframe
1,2014,2,Left 4 Dead 2
1,2013,2,Half-Life 2: Deathmatch
1,2014,2,Dishonored
1,2015,2,Counter-Strike: Global Offensive
1,2014,1,Garry's Mod
1,2014,2,Red Orchestra 2: Heroes of Stalingrad with Rising Storm
1,2015,2,Left 4 Dead 2
1,2015,1,ARK: Survival Evolved
1,2014,2,Saints Row: The Third
1,2013,1,Saints Row IV
1,2015,2,Counter-Strike: Global Offensive
1,2015,2,Evolve Stage 2
1,2014,2,Rust
1,2015,2,Kung Fury
1,2015,2,Faerie Solitaire
1,2014,2,Game Dev Tycoon
1,2014,2,Unturned
1,2014,2,Magicite
1,2014,2,TrackMania Nations Forever
1,2014,2,Garry's Mod
1,2014,2,Child of Light
1,2013,1,Counter-Strike: Global Offensive
1,2014,1,Garry's Mod
1,2015,2,Geometry Dash
1,2015,2,Hyperdimension Neptunia Re;Birth2: Sisters Generation / 超次次元ゲイム ネプテューヌRe;Birth2
1,2015,2,Grand Theft Auto V
1,2015,2,Stonehearth
1,2014,2,Garry's Mod
1,2015,2,Apocalypse Hotel - The Post-Apocalyptic Hotel Simulator!
1,2013,2,Gone Home
1,2014,2,Far Cry 3 - Blood Dragon
1,2014,2,Rush Bros.
1,2014,2,Mountain
1,2014,2,Gear Up
1,2013,2,Fuse
1,2014,2,Saints Row: The Third
1,2013,2,Team Fortress 2
1,2015,2,Mortal Kombat: Legacy II
1,2015,1,"Star Wars: Battlefront 2 (Classic, 2005)"
1,2013,1,Tactical Intervention
1,2015,2,Gemini Rue
1,2014,2,Injustice: Gods Among Us Ultimate Edition
1,2015,2,Unturned
1,2013,2,Rayman® Origins
1,2015,1,Team Fortress 2
1,2014,1,Super Meat Boy
1,2015,2,Terraria
1,2013,2,Left 4 Dead 2
1,2014,2,Hotline Miami 2: Wrong Number
1,2011,2,Zeno Clash
1,2015,2,Borderlands 2
1,2015,2,Floating Point
1,2015,2,Men of War: Assault Squad 2
1,2015,2,Mortal Kombat Komplete Edition
1,2015,1,Arma 2: Operation Arrowhead
1,2015,2,Bad Rats: the Rats' Revenge
1,2013,2,Call of Duty®: Ghosts
1,2015,2,Undertale
1,2013,2,Left 4 Dead
1,2013,1,Arma 3
1,2014,1,Dungeon Defenders
1,2014,2,Far Cry 3
1,2013,2,Hide &amp; Hold Out - H2o
1,2014,2,SPORE™
1,2015,2,"Warhammer 40,000: Dawn of War II"
1,2015,1,The Talos Principle
1,2014,2,Mark of the Ninja
1,2011,2,Team Fortress 2
1,2015,2,DayZ
1,2015,2,TERA
1,2014,2,Serious Sam 2
1,2014,2,Prison Architect
1,2013,2,Counter-Strike: Global Offensive
1,2013,2,Team Fortress 2
1,2015,2,"Warhammer® 40,000: Dawn of War® - Game of the Year Edition"
1,2015,1,Team Fortress 2
1,2012,2,Team Fortress 2
1,2014,2,You Have to Win the Game
1,2015,2,PAC-MAN™ Championship Edition DX+
1,2014,2,Rust
1,2015,2,Counter-Strike: Global Offensive
1,2014,2,Sid Meier's Civilization® V
1,2015,2,Garry's Mod
1,2013,1,Spiral Knights
1,2013,2,Counter-Strike: Global Offensive
1,2015,2,Unturned
1,2015,2,Sid Meier's Civilization® V
1,2013,2,Castle Crashers®
1,2014,2,Age of Empires II HD
1,2014,2,Mark of the Ninja
1,2013,1,Team Fortress 2
1,2015,2,STAR WARS™ Republic Commando™
1,2015,1,Bad Rats: the Rats' Revenge
1,2014,2,Ziggurat
1,2013,2,BioShock Infinite
1,2015,2,Sid Meier's Civilization® V
1,2014,1,Black Mesa
1,2014,2,The Collider
1,2013,2,Terraria
1,2015,1,Counter-Strike: Global Offensive
1,2014,2,Counter-Strike: Global Offensive
1,2013,2,LEGO® Marvel™ Super Heroes
1,2012,2,Team Fortress 2
1,2015,1,Call of Duty®: Black Ops III
1,2015,2,Rocket League®
1,2013,2,Team Fortress 2
1,2014,2,Lethal League
1,2014,2,Team Fortress 2
1,2013,2,Stardew Valley
1,2015,2,Kingdoms of Amalur: Reckoning™
1,2014,2,Warframe
1,2014,2,Estranged: Act I
1,2015,1,Tom Clancy’s The Division™
1,2014,2,Saints Row IV
1,2014,2,Arma 3
1,2013,1,Left 4 Dead 2
1,2014,2,Source Filmmaker
1,2015,2,Clicker Heroes
1,2015,2,Fallout: New Vegas
1,2013,1,Half-Life 2
1,2015,1,Terraria
1,2014,2,Middle-earth™: Shadow of Mordor™
1,2013,1,Crysis Warhead®
1,2015,2,Garry's Mod
1,2015,2,Counter-Strike: Global Offensive
1,2014,2,Card Hunter
1,2014,2,Gear Up
1,2015,2,Terraria
1,2014,2,Counter-Strike: Global Offensive
1,2014,2,Portal 2
1,2015,2,Spiral Knights
1,2015,2,Hyperdimension Neptunia Re;Birth1 / 超次次元ゲイム ネプテューヌRe;Birth1 / 超次次元遊戲戰機少女重生1
1,2014,2,No More Room in Hell
1,2014,2,Realm of the Mad God
1,2015,1,Counter-Strike: Global Offensive
1,2015,2,Call of Duty: World at War
1,2014,2,Insurgency
1,2014,2,Super Amazing Wagon Adventure
1,2015,2,Fallout 3: Game of the Year Edition
1,2014,2,BioShock Infinite
1,2013,2,Killing Floor
1,2015,1,Counter-Strike: Global Offensive
1,2015,1,Vindictus
1,2014,2,Loadout
1,2015,2,Risk of Rain
1,2013,2,Portal 2
1,2014,1,Goat Simulator
1,2015,2,Umbrella Corps™/Biohazard Umbrella Corps™
1,2014,2,Assassin’s Creed® IV Black Flag™
1,2015,1,Clicker Heroes
1,2014,2,Victor Vran ARPG
1,2015,2,Garry's Mod
1,2014,2,Heroes &amp; Generals
1,2013,2,8BitMMO
1,2013,2,"Warhammer 40,000: Dawn of War II"
1,2014,2,Natural Selection 2
1,2014,1,Nether: Resurrected
1,2013,2,DLC Quest
1,2015,2,Age of Empires® III: Complete Collection
1,2015,2,CrossCode
1,2014,2,ARK: Survival Evolved
1,2014,2,Unturned
1,2013,1,Cry of Fear
1,2015,2,A Bird Story
1,2014,2,Killing Floor
1,2015,2,Devil Daggers
1,2014,1,Awesomenauts - the 2D moba
1,2013,2,Portal 2
1,2015,2,Counter-Strike: Global Offensive
1,2013,2,Beat Hazard
1,2015,2,Counter-Strike: Global Offensive
1,2014,2,Retro City Rampage™ DX
1,2014,2,Risk of Rain
1,2015,2,Counter-Strike: Global Offensive
1,2013,2,Team Fortress 2
1,2015,2,Dishonored
1,2013,2,Team Fortress 2
1,2013,2,Team Fortress 2
1,2015,2,Enforcer: Police Crime Action
1,2014,2,Team Fortress 2
1,2014,2,Watch_Dogs™
1,2014,2,Block N Load
1,2013,2,Counter-Strike: Source
1,2014,2,Rust
1,2012,2,Left 4 Dead 2
1,2014,1,Real Horror Stories Ultimate Edition
1,2015,2,Kerbal Space Program
1,2011,2,Red Orchestra 2: Heroes of Stalingrad with Rising Storm
1,2014,2,Unturned
1,2015,1,SOMA
1,2015,2,Counter-Strike: Global Offensive
1,2014,1,Chivalry: Medieval Warfare
1,2013,1,Risk of Rain
1,2014,2,DayZ
1,2014,2,Half-Life 2
1,2015,2,Heroes &amp; Generals
1,2014,2,METAL GEAR RISING: REVENGEANCE
1,2015,2,The Black Watchmen
1,2015,2,Dirty Bomb®
1,2014,2,ORION: Prelude
1,2014,2,The Binding of Isaac: Rebirth
1,2013,2,Grim Dawn
1,2014,2,Starbound
1,2014,2,Team Fortress 2
1,2014,1,Borderlands 2
1,2015,1,Transistor
1,2014,2,Rust
1,2013,1,No More Room in Hell
1,2015,2,Primal Carnage: Extinction
1,2013,2,PlanetSide 2
1,2014,2,Goat Simulator
1,2015,2,Counter-Strike: Global Offensive
1,2015,1,Commander Cool 2
1,2015,1,Grim Dawn
1,2014,2,Kerbal Space Program
1,2014,2,Rust
1,2015,2,Train Valley
1,2014,2,Rust
1,2015,1,Dishonored
1,2015,2,POSTAL 2
1,2014,2,ARK: Survival Evolved
1,2015,2,Unturned
1,2014,2,Defender's Quest: Valley of the Forgotten (DX edition)
1,2015,2,Counter-Strike: Global Offensive
1,2014,1,Rust
1,2014,2,Warframe
1,2015,2,Hacker Evolution
1,2015,2,ARK: Survival Evolved
1,2011,2,Trine Enchanted Edition
1,2014,2,Counter-Strike: Global Offensive
1,2015,2,Garry's Mod
1,2015,1,DARK SOULS™ III
1,2014,2,Gotham City Impostors Free to Play
1,2014,2,Counter-Strike: Global Offensive
1,2013,2,Super Amazing Wagon Adventure
1,2014,2,Chivalry: Medieval Warfare
1,2012,2,Port Royale 3
1,2014,2,CastleStorm
1,2015,2,Batman: Arkham City - Game of the Year Edition
1,2015,2,Warframe
1,2015,2,Rake
1,2013,2,Defender's Quest: Valley of the Forgotten (DX edition)
1,2015,1,Unturned
1,2013,2,BioShock Infinite
1,2014,2,Counter-Strike: Global Offensive
1,2014,2,PlanetSide 2
1,2015,2,Call of Duty®: Advanced Warfare - Gold Edition
1,2015,2,Bad Rats: the Rats' Revenge
1,2015,1,Counter-Strike: Global Offensive
1,2014,2,The Binding of Isaac
1,2015,2,Red Crucible®: Firestorm
1,2012,1,Rome: Total War™ - Collection
1,2014,1,Quake Live™
1,2014,2,Worms Clan Wars
1,2012,2,Team Fortress 2
1,2015,2,DARK SOULS™ II: Scholar of the First Sin
1,2013,2,Warframe
1,2014,2,Rust
1,2014,2,Counter-Strike: Global Offensive
1,2014,2,Stellaris
1,2014,2,Just Cause 2
1,2015,1,Counter-Strike: Global Offensive
1,2015,1,Robocraft
1,2011,2,"Warhammer® 40,000: Dawn of War® II Chaos Rising"
1,2013,2,FINAL FANTASY VII
1,2014,1,Garry's Mod
1,2015,2,Deus Ex: Mankind Divided
1,2015,2,Floating Point
1,2015,2,Refunct
1,2014,2,Star Conflict
1,2013,2,Spec Ops: The Line
1,2014,2,METAL GEAR RISING: REVENGEANCE
1,2015,2,FINAL FANTASY® XIII-2
1,2014,1,Sanctum 2
1,2014,2,STAR WARS™ Empire at War - Gold Pack
1,2014,2,PAYDAY™ The Heist
1,2014,2,Guacamelee! Gold Edition
1,2013,2,Sleeping Dogs
1,2015,1,Wildlife Park 2
1,2015,1,Counter-Strike: Global Offensive
1,2014,2,FEZ
1,2015,2,Medieval II: Total War™
1,2013,2,Team Fortress 2
1,2013,2,Alien Swarm
1,2015,2,Absolute Drift
1,2015,2,Poker Night 2
1,2013,1,Team Fortress 2
1,2014,2,Just Cause 2
1,2014,1,Euro Truck Simulator 2
1,2014,1,FTL: Faster Than Light
1,2015,2,Counter-Strike: Global Offensive
1,2015,2,Team Fortress 2
1,2015,2,Team Fortress 2
1,2014,1,Unturned
1,2014,1,Grand Theft Auto V
1,2011,2,Sengoku
1,2014,2,Soldier Front 2
1,2014,2,Team Fortress 2
1,2015,2,Europa Universalis IV
1,2014,1,Warframe
1,2013,2,Darksiders™
1,2013,2,Dishonored
1,2015,2,Counter-Strike: Global Offensive
1,2015,2,Goat Simulator
1,2015,1,Geometry Dash
1,2014,2,No More Room in Hell
1,2014,2,The Elder Scrolls IV: Oblivion® Game of the Year Edition
1,2015,1,Call of Duty®: Modern Warfare® 2
1,2015,2,Grand Theft Auto V
1,2014,2,Mountain
1,2015,2,South Park™: The Stick of Truth™
1,2014,2,Heroes &amp; Generals
1,2013,2,PAYDAY™ The Heist
1,2013,2,Team Fortress 2
1,2013,2,Far Cry® 2: Fortune's Edition
1,2014,1,Reus
1,2013,2,Train Simulator
1,2015,1,Grand Theft Auto V
1,2014,2,Team Fortress 2
1,2013,2,Super MNC
1,2013,1,Castle Crashers®
1,2014,2,The Forest
1,2015,2,Only If
1,2013,2,Garry's Mod
1,2013,2,FEZ
1,2013,2,Portal 2
1,2013,2,Counter-Strike: Global Offensive
1,2014,2,Goat Simulator
1,2015,2,Insaniquarium Deluxe
1,2015,2,Garry's Mod
1,2014,2,Narcissu 1st &amp; 2nd
1,2014,2,Hearts of Iron IV
1,2015,1,God Mode
1,2015,2,Farm for your Life
1,2015,2,Quintet
1,2014,2,Heroes &amp; Generals
1,2014,1,TorqueL prototype
1,2014,2,Overgrowth
1,2014,2,Garry's Mod
1,2014,2,Counter-Strike: Global Offensive
1,2013,2,Team Fortress 2
1,2012,2,Garry's Mod
1,2015,2,Counter-Strike: Global Offensive
1,2015,1,ArcheBlade™
1,2014,2,PAYDAY™ The Heist
1,2014,1,Fistful of Frags
1,2014,2,Rust
1,2014,1,BioShock Infinite
1,2014,2,Monaco: What's Yours Is Mine
1,2013,2,Mount &amp; Blade: Warband
1,2014,2,Farm for your Life
1,2014,2,Vanguard Princess Director's Cut
1,2011,1,Portal
1,2014,2,Team Fortress 2
1,2015,2,Team Fortress 2
1,2015,1,Mount Your Friends
1,2015,1,Team Fortress 2
1,2015,2,FEZ
1,2013,1,Machinarium
1,2013,2,Sid Meier's Civilization® V
1,2014,2,Unturned
1,2015,2,Counter-Strike: Global Offensive
1,2014,2,Brothers - A Tale of Two Sons
1,2014,2,Warframe
1,2011,2,Counter-Strike
1,2015,1,Counter-Strike: Global Offensive
1,2014,1,BioShock™
1,2013,2,Starbound
1,2015,2,3DMark
1,2015,2,Boring Man - Online Tactical Stickman Combat
1,2014,2,XCOM 2: Anarchy's Children
1,2014,2,Team Fortress 2
1,2014,1,Super Hexagon
1,2014,1,Source Filmmaker
1,2015,1,Just Cause 2
1,2014,2,Team Fortress 2
1,2012,2,Bastion
1,2014,1,Left 4 Dead 2
1,2013,1,Team Fortress 2
1,2014,2,Legend of Grimrock
1,2014,2,"Papers, Please"
1,2014,2,Age of Empires II HD
1,2014,2,South Park™: The Stick of Truth™
1,2015,2,Fallout 4
1,2015,2,Counter-Strike: Source
1,2014,1,Mirror's Edge™
1,2014,1,Plague Inc: Evolved
1,2015,2,Garry's Mod
1,2015,1,Unturned
1,2013,2,Garry's Mod
1,2013,2,Garry's Mod
1,2015,2,Mad Max
1,2015,2,Age of Empires II HD
1,2014,2,DARK SOULS™ II
1,2014,2,SPORE™
1,2014,1,Team Fortress 2
1,2014,2,Team Fortress 2
1,2014,2,Warframe
1,2014,2,Rust
1,2013,2,Deus Ex: Game of the Year Edition
1,2014,2,Sleeping Dogs
1,2014,2,Warframe
1,2014,1,Rogue Legacy
1,2015,2,Portal 2
1,2014,2,Portal 2
1,2015,2,Counter-Strike: Global Offensive
1,2014,2,LIMBO
1,2015,2,Rust
1,2015,1,Half-Life 2
1,2015,1,DEAD OR ALIVE 5 Last Round: Core Fighters
1,2015,2,The Ship: Remasted
1,2014,1,Counter-Strike: Global Offensive
1,2014,1,LEGO The Lord of the Rings
1,2015,2,ARK: Survival Evolved
1,2014,2,Team Fortress 2
1,2014,2,Rust
1,2015,1,Team Fortress 2
1,2014,2,METAL SLUG 3
1,2015,2,Fallout 4
1,2015,2,Red Crucible®: Firestorm
1,2015,2,Medieval II: Total War™
1,2014,2,Unturned
1,2013,2,Pinball Arcade
1,2013,2,Garry's Mod
1,2014,2,Pid
1,2015,1,POSTAL 2
1,2015,1,OutDrive
1,2015,2,Towns
1,2014,2,The Witcher 2: Assassins of Kings Enhanced Edition
1,2015,1,Amnesia: The Dark Descent
1,2013,2,Rise of Flight United
1,2013,2,No More Room in Hell
1,2014,2,Team Fortress 2
1,2014,2,Team Fortress 2
1,2014,2,Counter-Strike: Global Offensive
1,2014,2,Company of Heroes 2
1,2015,2,PAYDAY 2: Gage Weapon Pack #02
1,2013,2,Saints Row: The Third
1,2014,2,Terraria
1,2015,2,ARK: Survival Evolved
1,2013,1,Sven Co-op
1,2013,1,Team Fortress 2
1,2014,2,Game of Thrones - A Telltale Games Series
1,2013,2,Garry's Mod
1,2014,2,South Park™: The Stick of Truth™
1,2015,1,Rocket League®
1,2014,1,Counter-Strike: Global Offensive
1,2014,2,Awesomenauts - the 2D moba
1,2014,2,Team Fortress 2
1,2013,2,Surgeon Simulator
1,2014,1,Team Fortress 2
1,2014,2,Unturned
1,2014,2,Left 4 Dead 2
1,2013,2,MX vs. ATV Reflex
1,2014,2,Grass Simulator
1,2015,2,Warhammer: End Times - Vermintide
1,2014,2,Rust
1,2014,1,Team Fortress 2
1,2014,1,Warframe
1,2015,2,Counter-Strike: Global Offensive
1,2014,2,Team Fortress 2
1,2014,2,Kerbal Space Program
1,2015,2,Polarity
1,2013,2,Source Filmmaker
1,2014,2,Assassin's Creed® Unity
1,2015,2,The Wolf Among Us
1,2014,2,Awesomenauts - the 2D moba
1,2015,2,The Expendabros
1,2015,2,Counter-Strike: Global Offensive
1,2013,1,Splice
1,2014,2,Postal III
1,2014,2,Garry's Mod
1,2015,2,Arma 3
1,2015,1,Fallout 4
1,2014,2,BioShock Infinite
1,2015,1,Dino D-Day
1,2014,2,DayZ
1,2013,1,Max Payne 3
1,2013,2,Terraria
1,2015,2,Just Cause™ 3
1,2014,2,Counter-Strike: Global Offensive
1,2015,2,Game of Thrones - A Telltale Games Series
1,2014,1,Deus Ex: Human Revolution - Director's Cut
1,2014,2,Garry's Mod
1,2014,1,Defiance
1,2012,1,Counter-Strike: Global Offensive
1,2014,2,The Sims™ 3
1,2015,2,Team Fortress 2
1,2014,2,Gang Beasts
1,2014,2,Counter-Strike: Global Offensive
1,2014,2,Saints Row: The Third
1,2015,1,Counter-Strike: Global Offensive
1,2015,2,Savage Lands
1,2015,1,Crush Crush
1,2014,2,Total War™: ROME II - Emperor Edition
1,2014,2,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien
1,2013,2,Team Fortress 2
1,2014,2,METAL GEAR SOLID V: GROUND ZEROES
1,2014,1,Team Fortress 2
1,2014,2,Counter-Strike: Global Offensive
1,2015,2,The Silent Age
1,2014,2,Tom Clancy's Splinter Cell Chaos Theory®
