title,year,sentiment_analysis,recommend
Just Cause™ 3,2014.0,14,8
Just Cause™ 3,2015.0,65,35
Blade Symphony,2013.0,2,1
Blade Symphony,2014.0,17,9
Sacred 2 Gold,2015.0,2,1
Borderlands 2: Assassin Supremacy Pack,2014.0,2,1
Sven Co-op,2013.0,9,5
Sven Co-op,2014.0,14,9
Sven Co-op,2015.0,9,6
Escape Dead Island,2014.0,2,1
F1 2014,2014.0,2,1
F1 2014,2015.0,4,2
Desktop Dungeons,2013.0,1,1
Desktop Dungeons,2014.0,3,2
LOST PLANET® 3,2014.0,3,2
LOST PLANET® 3,2015.0,2,1
Monster Loves You!,2013.0,4,2
Monster Loves You!,2014.0,4,2
Monster Loves You!,2015.0,2,1
Galactic Civilizations III,2013.0,2,1
Galactic Civilizations III,2014.0,4,2
Galactic Civilizations III,2015.0,6,3
Ironclad Tactics,2013.0,2,1
Papo &amp; Yo,2014.0,4,2
Sniper Elite: Nazi Zombie Army,2013.0,11,6
Sniper Elite: Nazi Zombie Army,2014.0,4,2
Sniper Elite: Nazi Zombie Army,2015.0,4,2
Kinetic Void,2014.0,6,3
Kingdom Wars,2013.0,2,1
Kingdom Wars,2014.0,4,2
Kingdom Wars,2015.0,10,5
Waking Mars,2014.0,2,1
Sang-Froid - Tales of Werewolves,2014.0,5,3
DisplayFusion,2015.0,2,1
Euro Truck Simulator 2,2012.0,1,1
Euro Truck Simulator 2,2013.0,23,12
Euro Truck Simulator 2,2014.0,96,52
Euro Truck Simulator 2,2015.0,48,29
Euro Truck Simulator 2 - Going East!,2014.0,2,1
God Mode,2013.0,4,2
God Mode,2014.0,8,4
God Mode,2015.0,1,1
Scourge: Outbreak,2014.0,2,1
"10,000,000",2014.0,3,2
"10,000,000",2015.0,2,1
Castle of Illusion,2014.0,2,1
Serious Sam Classics: Revolution,2014.0,1,1
Serious Sam Classics: Revolution,2015.0,2,1
Castle Story,2013.0,2,1
Castle Story,2014.0,8,4
Castle Story,2015.0,2,1
Heroes &amp; Generals,2012.0,2,1
Heroes &amp; Generals,2013.0,6,3
Heroes &amp; Generals,2014.0,118,63
Heroes &amp; Generals,2015.0,128,70
Action! - Gameplay Recording and Streaming,2014.0,5,3
Fallen Enchantress: Legendary Heroes,2013.0,4,2
Fallen Enchantress: Legendary Heroes,2015.0,2,1
Baldur's Gate: Enhanced Edition,2013.0,2,1
Baldur's Gate: Enhanced Edition,2015.0,2,1
Remember Me,2013.0,8,4
Remember Me,2014.0,8,4
Remember Me,2015.0,6,3
Next Car Game: Wreckfest,2014.0,30,16
Next Car Game: Wreckfest,2015.0,10,5
Ace Combat Assault Horizon - Enhanced Edition,2014.0,7,4
Cubemen 2,2015.0,2,1
TrackMania² Canyon,2015.0,4,2
Skulls of the Shogun,2014.0,2,1
Skulls of the Shogun,2015.0,2,1
Dream,2014.0,2,1
DLC Quest,2011.0,1,1
DLC Quest,2013.0,19,10
DLC Quest,2014.0,19,10
DLC Quest,2015.0,10,6
The Age of Decadence,2014.0,2,1
War for the Overworld,2014.0,4,2
War for the Overworld,2015.0,5,3
Divinity: Original Sin (Classic),2014.0,21,12
Divinity: Original Sin (Classic),2015.0,6,3
N++ (NPLUSPLUS),2013.0,1,1
Akaneiro: Demon Hunters,2013.0,2,1
Warframe,2012.0,8,4
Warframe,2013.0,171,96
Warframe,2014.0,438,250
Warframe,2015.0,277,160
La-Mulana,2015.0,2,1
The Night of the Rabbit,2015.0,2,1
Daylight,2014.0,2,1
Beatbuddy: Tale of the Guardians,2014.0,2,1
Ragnarok Online 2,2013.0,2,1
Ragnarok Online 2,2014.0,2,1
Ragnarok Online 2,2015.0,2,1
Cities XL Platinum,2013.0,2,1
Cities XL Platinum,2014.0,1,1
Cities XL Platinum,2015.0,2,1
The Swapper,2013.0,1,1
The Swapper,2014.0,14,7
MirrorMoon EP,2013.0,2,1
MirrorMoon EP,2014.0,2,2
Deadfall Adventures,2014.0,1,1
Company of Heroes 2,2013.0,21,12
Company of Heroes 2,2014.0,67,36
Company of Heroes 2,2015.0,44,26
Knights of Pen and Paper +1 Edition,2014.0,5,3
Euro Truck Simulator,2013.0,2,1
Euro Truck Simulator,2014.0,3,2
Eador. Masters of the Broken World,2014.0,2,1
Killing Floor 2,2013.0,6,4
Killing Floor 2,2014.0,12,8
Killing Floor 2,2015.0,137,81
Gone Home,2013.0,14,8
Gone Home,2014.0,33,17
Gone Home,2015.0,13,7
SolForge,2014.0,2,1
Mars: War Logs,2013.0,1,1
Mars: War Logs,2014.0,2,1
POSTAL,2015.0,3,2
Broken Age,2014.0,19,11
Broken Age,2015.0,10,5
Stronghold Crusader 2,2014.0,4,2
Stronghold Crusader 2,2015.0,4,2
TrackMania² Stadium,2011.0,2,1
TrackMania² Stadium,2013.0,8,5
TrackMania² Stadium,2014.0,1,1
TrackMania² Stadium,2015.0,2,1
Bridge Project,2014.0,2,1
Thunder Wolves,2014.0,2,1
Shadow Warrior,2013.0,13,8
Shadow Warrior,2014.0,20,10
Shadow Warrior,2015.0,14,7
LUFTRAUSERS,2014.0,8,6
LUFTRAUSERS,2015.0,4,2
Final Exam,2014.0,2,1
Far Cry 3 - Blood Dragon,2013.0,9,5
Far Cry 3 - Blood Dragon,2014.0,17,10
Far Cry 3 - Blood Dragon,2015.0,4,3
Murdered: Soul Suspect,2014.0,6,3
Murdered: Soul Suspect,2015.0,4,2
Sudeki,2014.0,2,1
The Raven - Legacy of a Master Thief,2013.0,2,1
Prison Architect,2013.0,8,5
Prison Architect,2014.0,64,33
Prison Architect,2015.0,73,39
Evoland,2013.0,2,1
Evoland,2014.0,10,6
Evoland,2015.0,5,3
Another World – 20th Anniversary Edition,2014.0,2,1
Sword of the Stars: The Pit,2014.0,2,1
Sword of the Stars: The Pit,2015.0,2,1
Surgeon Simulator,2013.0,41,23
Surgeon Simulator,2014.0,62,36
Surgeon Simulator,2015.0,18,13
Organ Trail: Director's Cut,2014.0,6,3
Worms Clan Wars,2013.0,2,2
Worms Clan Wars,2014.0,2,1
UnEpic,2013.0,4,2
UnEpic,2014.0,4,2
UnEpic,2015.0,2,1
Castlevania: Lords of Shadow – Ultimate Edition,2013.0,2,1
Mad Max,2013.0,5,3
Mad Max,2014.0,11,6
Mad Max,2015.0,56,30
Strike Suit Infinity,2014.0,2,1
Receiver,2013.0,2,1
Receiver,2014.0,19,10
Receiver,2015.0,7,4
Marvel Puzzle Quest,2013.0,2,1
Marvel Puzzle Quest,2014.0,6,3
Teleglitch: Die More Edition,2014.0,4,3
Teleglitch: Die More Edition,2015.0,2,1
Rush Bros.,2014.0,4,3
Shadowrun Returns,2013.0,6,3
Shadowrun Returns,2014.0,6,3
Shadowrun Returns,2015.0,2,1
NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD,2014.0,39,21
NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD,2015.0,5,4
Poker Night 2,2013.0,17,9
Poker Night 2,2014.0,16,8
Poker Night 2,2015.0,14,8
Call of Duty®: Black Ops II - Aqua Personalization Pack,2015.0,1,1
Dyscourse,2014.0,2,1
Dyscourse,2015.0,2,1
Super Sanctum TD,2014.0,4,2
Prime World: Defenders,2013.0,3,2
King’s Bounty: Legions,2013.0,2,1
King’s Bounty: Legions,2014.0,2,2
METAL GEAR RISING: REVENGEANCE,2011.0,1,1
METAL GEAR RISING: REVENGEANCE,2014.0,30,16
METAL GEAR RISING: REVENGEANCE,2015.0,14,8
Warhammer: End Times - Vermintide,2014.0,5,4
Warhammer: End Times - Vermintide,2015.0,26,13
Sid Meier's Civilization V: Brave New World,2013.0,2,1
Sid Meier's Civilization V: Brave New World,2014.0,2,1
Sid Meier's Civilization V: Brave New World,2015.0,6,3
Tom Clancy’s Splinter Cell Blacklist,2013.0,4,2
Tom Clancy’s Splinter Cell Blacklist,2014.0,22,11
Tom Clancy’s Splinter Cell Blacklist,2015.0,8,4
MINERVA,2012.0,2,1
MINERVA,2013.0,1,1
MINERVA,2014.0,2,1
MINERVA,2015.0,8,4
Audiosurf 2,2013.0,11,7
Audiosurf 2,2014.0,14,7
Audiosurf 2,2015.0,1,1
Tetrobot and Co.,2013.0,2,1
Dust: An Elysian Tail,2013.0,13,7
Dust: An Elysian Tail,2014.0,42,22
Dust: An Elysian Tail,2015.0,16,9
Dungeon Defenders II,2010.0,2,1
Dungeon Defenders II,2014.0,9,5
Dungeon Defenders II,2015.0,55,30
Starpoint Gemini 2,2014.0,4,2
Starpoint Gemini 2,2015.0,3,2
Interstellar Marines,2013.0,10,5
Interstellar Marines,2014.0,18,9
Interstellar Marines,2015.0,24,14
DARK SOULS™ II,2013.0,3,2
DARK SOULS™ II,2014.0,74,43
DARK SOULS™ II,2015.0,17,10
PAC-MAN™ Championship Edition DX+,2014.0,18,11
PAC-MAN™ Championship Edition DX+,2015.0,12,6
PAC-MAN MUSEUM™,2015.0,2,1
Blood Bowl 2,2015.0,1,1
Anomaly 2,2014.0,2,1
Europa Universalis IV,2012.0,2,1
Europa Universalis IV,2013.0,9,5
Europa Universalis IV,2014.0,41,21
Europa Universalis IV,2015.0,31,16
HITMAN™,2013.0,2,1
HITMAN™,2014.0,12,6
HITMAN™,2015.0,9,5
Mortal Kombat Komplete Edition,2013.0,3,2
Mortal Kombat Komplete Edition,2014.0,14,9
Mortal Kombat Komplete Edition,2015.0,10,8
Elsword,2013.0,9,5
Elsword,2014.0,16,10
Elsword,2015.0,15,8
PlayClaw 5 - Game Recording and Streaming,2014.0,2,1
DuckTales: Remastered,2013.0,4,2
DuckTales: Remastered,2014.0,4,2
Angry Video Game Nerd Adventures,2013.0,2,1
Angry Video Game Nerd Adventures,2014.0,8,5
Dreamfall Chapters,2014.0,6,3
Dreamfall Chapters,2015.0,2,1
Planet Explorers,2014.0,5,3
Planet Explorers,2015.0,6,3
Agarest: Generations of War,2014.0,6,3
Agarest: Generations of War,2015.0,2,1
Transistor,2013.0,2,1
Transistor,2014.0,41,22
Transistor,2015.0,30,16
The Banner Saga,2014.0,8,4
The Banner Saga,2015.0,6,3
Deus Ex: Human Revolution - Director's Cut,2013.0,3,2
Deus Ex: Human Revolution - Director's Cut,2014.0,26,15
Deus Ex: Human Revolution - Director's Cut,2015.0,12,6
Sniper Elite 3,2013.0,4,2
Sniper Elite 3,2014.0,11,6
Sniper Elite 3,2015.0,14,8
System Shock 2,2014.0,2,1
System Shock 2,2015.0,6,3
Edge of Space,2014.0,9,5
Pinball Arcade,2013.0,4,3
Pinball Arcade,2015.0,2,1
Saints Row IV: Commander-In-Chief Pack,2015.0,3,2
Outlast,2013.0,14,9
Outlast,2014.0,59,33
Outlast,2015.0,24,15
Magicka 2,2014.0,3,2
Magicka 2,2015.0,2,1
Contagion,2012.0,2,1
Contagion,2013.0,8,5
Contagion,2014.0,47,25
BattleBlock Theater®,2013.0,3,2
BattleBlock Theater®,2014.0,159,90
BattleBlock Theater®,2015.0,63,38
Might &amp; Magic X - Legacy,2014.0,4,2
Skyward Collapse,2014.0,2,1
Bionic Dues,2015.0,4,2
"Papers, Please",2012.0,2,1
"Papers, Please",2013.0,22,11
"Papers, Please",2014.0,67,36
"Papers, Please",2015.0,25,13
Hammerwatch,2013.0,3,2
Hammerwatch,2014.0,11,6
Hammerwatch,2015.0,3,2
FINAL FANTASY III,2014.0,2,1
FINAL FANTASY III,2015.0,2,1
Dying Light,2013.0,3,2
Dying Light,2014.0,12,7
Dying Light,2015.0,106,57
Thief,2014.0,25,14
Thief,2015.0,2,1
Amnesia: A Machine for Pigs,2014.0,4,2
Amnesia: A Machine for Pigs,2015.0,4,2
Castlevania: Lords of Shadow 2,2014.0,2,1
Castlevania: Lords of Shadow 2,2015.0,2,1
Spelunky,2013.0,13,7
Spelunky,2014.0,14,8
Spelunky,2015.0,13,7
Soldier Front 2,2013.0,19,10
Soldier Front 2,2014.0,24,13
Soldier Front 2,2015.0,10,5
Hate Plus,2013.0,2,1
PAC-MAN™ and the Ghostly Adventures,2014.0,2,1
Bleed,2013.0,4,2
Bleed,2014.0,6,3
Bleed,2015.0,2,1
Game Dev Tycoon,2013.0,35,19
Game Dev Tycoon,2014.0,74,39
Game Dev Tycoon,2015.0,42,22
Dead State: Reanimated,2014.0,4,2
Quadrilateral Cowboy,2014.0,4,2
MotoGP™13,2015.0,2,1
Wanderlust Adventures,2015.0,2,1
Wasteland 2: Director's Cut,2013.0,2,1
Wasteland 2: Director's Cut,2014.0,4,2
Wasteland 2: Director's Cut,2015.0,2,1
Half Minute Hero: The Second Coming,2015.0,4,2
Contraption Maker,2014.0,2,1
Contraption Maker,2015.0,4,2
Sherlock Holmes: Crimes and Punishments,2014.0,4,2
Sherlock Holmes: Crimes and Punishments,2015.0,1,1
Ittle Dew,2014.0,2,1
Ittle Dew,2015.0,1,1
CastleStorm,2014.0,2,1
State of Decay,2013.0,23,12
State of Decay,2014.0,79,42
State of Decay,2015.0,14,8
The Crew™,2014.0,10,6
The Crew™,2015.0,6,4
Rogue Legacy,2013.0,23,12
Rogue Legacy,2014.0,42,22
Rogue Legacy,2015.0,13,7
Guncraft,2013.0,4,2
Guncraft,2014.0,2,1
Goodbye Deponia,2014.0,2,1
Middle-earth™: Shadow of Mordor™,2012.0,2,1
Middle-earth™: Shadow of Mordor™,2014.0,92,49
Middle-earth™: Shadow of Mordor™,2015.0,53,28
Assassin’s Creed® IV Black Flag™,2012.0,2,1
Assassin’s Creed® IV Black Flag™,2013.0,30,19
Assassin’s Creed® IV Black Flag™,2014.0,36,20
Assassin’s Creed® IV Black Flag™,2015.0,7,4
Rayman® Legends,2013.0,2,1
Space Hulk,2013.0,4,2
Space Hulk,2014.0,3,2
Saints Row IV: Inauguration Station,2014.0,2,1
Styx: Master of Shadows,2014.0,4,2
Nuclear Throne,2013.0,2,1
Nuclear Throne,2014.0,18,10
Nuclear Throne,2015.0,29,18
Injustice: Gods Among Us Ultimate Edition,2012.0,2,1
Injustice: Gods Among Us Ultimate Edition,2013.0,3,2
Injustice: Gods Among Us Ultimate Edition,2014.0,12,7
Injustice: Gods Among Us Ultimate Edition,2015.0,6,3
GunZ 2: The Second Duel,2014.0,45,28
GunZ 2: The Second Duel,2015.0,6,3
The Forest,2012.0,2,1
The Forest,2013.0,10,5
The Forest,2014.0,191,106
The Forest,2015.0,76,41
Day One : Garry's Incident,2013.0,2,1
140,2014.0,6,3
140,2015.0,2,1
Verdun,2011.0,2,1
Verdun,2013.0,11,6
Verdun,2014.0,49,26
Verdun,2015.0,69,39
"Sir, You Are Being Hunted",2013.0,6,3
"Sir, You Are Being Hunted",2014.0,16,9
"Sir, You Are Being Hunted",2015.0,2,1
Banished,2014.0,56,31
Banished,2015.0,22,11
Anachronox,2015.0,2,1
Betrayer,2013.0,2,1
Memoria,2015.0,2,1
Poöf,2014.0,2,1
TrackMania² Valley,2015.0,2,1
Urban Trial Freestyle,2014.0,7,4
Watch_Dogs™,2012.0,2,1
Watch_Dogs™,2014.0,39,21
Watch_Dogs™,2015.0,15,8
PixelJunk™ Monsters Ultimate,2014.0,2,1
Gas Guzzlers Extreme,2014.0,2,1
Gas Guzzlers Extreme,2015.0,4,2
"Invisible, Inc.",2014.0,4,2
"Invisible, Inc.",2015.0,4,2
Rise of Flight United,2013.0,2,1
Homeworld Remastered Collection,2012.0,2,1
Homeworld Remastered Collection,2015.0,12,7
Supreme Ruler 1936,2015.0,1,1
Men of War: Assault Squad 2,2014.0,2,1
Men of War: Assault Squad 2,2015.0,11,7
Epigenesis,2014.0,4,2
Epigenesis,2015.0,4,2
NEOTOKYO,2014.0,6,3
Shelter,2014.0,8,4
Shelter,2015.0,2,1
Divekick,2013.0,1,1
Divekick,2014.0,4,2
Divekick,2015.0,2,2
StarMade,2015.0,6,3
Foul Play,2014.0,2,1
Electronic Super Joy,2013.0,12,6
Electronic Super Joy,2014.0,13,7
Velocity®Ultra,2015.0,2,1
SNOW,2010.0,2,1
SNOW,2011.0,4,2
SNOW,2013.0,4,2
SNOW,2014.0,15,8
SNOW,2015.0,23,12
Skullgirls,2012.0,2,1
Skullgirls,2013.0,11,7
Skullgirls,2014.0,36,22
Skullgirls,2015.0,45,26
Skullgirls: Big Band,2015.0,2,1
Skullgirls: Eliza,2014.0,1,1
Skullgirls: Eliza,2015.0,1,1
ENSLAVED™: Odyssey to the West™ Premium Edition,2014.0,5,3
ENSLAVED™: Odyssey to the West™ Premium Edition,2015.0,5,3
Etherium,2015.0,4,2
"I Have No Mouth, and I Must Scream",2014.0,2,1
"I Have No Mouth, and I Must Scream",2015.0,1,1
Democracy 3,2014.0,26,14
Democracy 3,2015.0,4,3
Trials Fusion™,2014.0,6,3
Free to Play,2014.0,82,48
Free to Play,2015.0,6,4
Tropico 5,2014.0,12,6
Tropico 5,2015.0,12,6
Borderlands 2: Headhunter 2: Wattle Gobbler,2014.0,2,1
Hack 'n' Slash,2014.0,2,1
Spacebase DF-9,2014.0,4,2
Spacebase DF-9,2015.0,2,1
MASSIVE CHALICE,2015.0,1,1
Pac-Man Championship Edition DX+: Pac is Back Skin,2015.0,2,1
Paranormal,2013.0,2,1
Kingdom Rush,2013.0,2,1
Kingdom Rush,2014.0,22,11
Kingdom Rush,2015.0,5,3
The Typing of The Dead: Overkill,2014.0,6,3
The Typing of The Dead: Overkill,2015.0,4,2
Plague Inc: Evolved,2013.0,2,1
Plague Inc: Evolved,2014.0,46,26
Plague Inc: Evolved,2015.0,18,10
TorqueL prototype,2014.0,1,1
Strike Vector,2014.0,19,11
FATE,2014.0,2,1
Talisman: Digital Edition,2014.0,8,4
Talisman: Digital Edition,2015.0,11,6
"Cook, Serve, Delicious!",2014.0,9,6
"Cook, Serve, Delicious!",2015.0,8,4
Crypt of the NecroDancer,2013.0,2,1
Crypt of the NecroDancer,2014.0,11,6
Crypt of the NecroDancer,2015.0,12,7
Portal 2 Sixense Perceptual Pack,2014.0,2,1
Soundodger+,2014.0,2,1
Volgarr the Viking,2014.0,5,3
Saints Row IV: Dubstep Gun (Remix) Pack,2015.0,2,1
Saints Row IV - The Super Saints Pack,2015.0,2,1
Hitman: Contracts,2015.0,1,1
Deadly Premonition: The Director's Cut,2015.0,2,1
Nether: Resurrected,2013.0,8,4
Nether: Resurrected,2014.0,46,24
Nether: Resurrected,2015.0,11,6
Sniper Elite: Nazi Zombie Army 2,2013.0,1,1
Sniper Elite: Nazi Zombie Army 2,2014.0,10,6
Sniper Elite: Nazi Zombie Army 2,2015.0,2,1
Sacred 3,2015.0,2,1
Clickteam Fusion 2.5,2014.0,2,1
Clickteam Fusion 2.5,2015.0,4,2
Freedom Planet,2014.0,8,4
Freedom Planet,2015.0,8,4
Omegalodon,2013.0,2,1
Omegalodon,2014.0,2,1
Omegalodon,2015.0,1,1
Craft The World,2014.0,6,4
Craft The World,2015.0,2,1
Legends of Aethereus,2014.0,1,1
Depth Hunter 2: Deep Dive,2015.0,2,1
Megabyte Punch,2014.0,2,1
Toribash,2013.0,2,1
Toribash,2014.0,67,38
Toribash,2015.0,43,24
Door Kickers,2014.0,8,4
Door Kickers,2015.0,6,3
Kingdoms Rise,2013.0,4,2
Kingdoms Rise,2014.0,2,1
Draw a Stickman: EPIC,2013.0,4,2
Draw a Stickman: EPIC,2014.0,1,1
Dysfunctional Systems: Learning to Manage Chaos,2013.0,2,1
Dysfunctional Systems: Learning to Manage Chaos,2014.0,6,3
Risk of Rain,2013.0,33,18
Risk of Rain,2014.0,91,49
Risk of Rain,2015.0,53,30
NEO Scavenger,2014.0,8,4
NEO Scavenger,2015.0,2,1
Vector,2014.0,2,1
Dungeon of the Endless™,2013.0,6,3
Dungeon of the Endless™,2014.0,8,4
Dungeon of the Endless™,2015.0,6,3
LEGO® Marvel™ Super Heroes,2013.0,11,6
LEGO® Marvel™ Super Heroes,2014.0,37,21
LEGO® Marvel™ Super Heroes,2015.0,15,8
Risen 3 - Titan Lords,2015.0,2,1
Unholy Heights,2014.0,2,1
The Castle Doctrine,2014.0,2,1
Delver,2014.0,8,4
Delver,2015.0,2,1
Blackguards,2015.0,2,1
Marlow Briggs and the Mask of Death,2014.0,4,2
Scribblenauts Unmasked: A DC Comics Adventure,2013.0,5,3
Scribblenauts Unmasked: A DC Comics Adventure,2014.0,3,2
Scribblenauts Unmasked: A DC Comics Adventure,2015.0,2,1
Forge Quest,2013.0,2,1
Forge Quest,2014.0,4,2
FORCED: Slightly Better Edition,2015.0,1,1
Life Goes On: Done to Death,2014.0,2,1
Assault Android Cactus,2015.0,6,3
METAL SLUG 3,2014.0,18,11
METAL SLUG 3,2015.0,3,2
Jazzpunk: Director's Cut,2014.0,20,11
Jazzpunk: Director's Cut,2015.0,14,7
The Wolf Among Us,2013.0,20,10
The Wolf Among Us,2014.0,78,42
The Wolf Among Us,2015.0,12,6
Blockland,2013.0,6,3
Blockland,2014.0,12,8
Blockland,2015.0,3,2
Knock-knock,2013.0,2,1
How to Survive,2013.0,6,3
How to Survive,2014.0,24,13
How to Survive,2015.0,18,12
8BitMMO,2013.0,19,10
8BitMMO,2014.0,16,9
8BitMMO,2015.0,5,3
Bridge Constructor,2014.0,4,2
Bridge Constructor,2015.0,1,1
Super Amazing Wagon Adventure,2013.0,3,2
Super Amazing Wagon Adventure,2014.0,11,6
Super Amazing Wagon Adventure,2015.0,5,3
UnderRail,2014.0,4,2
Paranautical Activity: Deluxe Atonement Edition,2013.0,2,1
Paranautical Activity: Deluxe Atonement Edition,2014.0,2,1
Paranautical Activity: Deluxe Atonement Edition,2015.0,4,2
The Plan,2013.0,5,3
The Plan,2014.0,88,52
The Plan,2015.0,15,9
Among the Sleep - Enhanced Edition,2012.0,2,1
Among the Sleep - Enhanced Edition,2014.0,8,4
Among the Sleep - Enhanced Edition,2015.0,5,3
Shovel Knight: Treasure Trove,2014.0,16,9
Shovel Knight: Treasure Trove,2015.0,11,6
The Binding of Isaac: Rebirth,2012.0,2,1
The Binding of Isaac: Rebirth,2013.0,1,1
The Binding of Isaac: Rebirth,2014.0,103,56
The Binding of Isaac: Rebirth,2015.0,101,59
Wargame: Red Dragon,2014.0,17,9
Wargame: Red Dragon,2015.0,10,5
Chroma Squad,2015.0,2,1
The Legend of Heroes: Trails in the Sky,2015.0,4,2
Damned,2014.0,3,2
Damned,2015.0,10,5
The Legend of Heroes: Trails in the Sky SC,2014.0,2,1
Eleusis,2015.0,1,1
Escape Goat,2013.0,2,1
The Inner World,2014.0,2,1
The Inner World,2015.0,4,2
TowerFall Ascension,2013.0,2,1
TowerFall Ascension,2015.0,2,2
The Impossible Game,2014.0,4,2
The Impossible Game,2015.0,2,1
Legend of Grimrock 2,2015.0,2,1
Go! Go! Nippon! ~My First Trip to Japan~,2014.0,11,6
Go! Go! Nippon! ~My First Trip to Japan~,2015.0,14,7
Long Live The Queen,2013.0,4,2
Long Live The Queen,2014.0,12,6
Valdis Story: Abyssal City,2014.0,2,1
Gimbal,2015.0,2,1
Grimm,2014.0,5,3
Maia,2014.0,3,2
Slender: The Arrival,2013.0,1,1
Slender: The Arrival,2014.0,10,6
Slender: The Arrival,2015.0,2,1
Double Dragon: Neon,2014.0,4,2
Double Dragon: Neon,2015.0,4,2
The Shivah,2015.0,1,1
SteamWorld Dig,2013.0,2,1
SteamWorld Dig,2014.0,2,1
SteamWorld Dig,2015.0,2,1
StarDrive 2,2015.0,2,1
Rust,2011.0,1,1
Rust,2012.0,6,3
Rust,2013.0,95,51
Rust,2014.0,654,368
Rust,2015.0,262,156
OMSI 2: Steam Edition,2014.0,2,1
OMSI 2: Steam Edition,2015.0,6,3
Eldritch,2014.0,4,2
Eldritch,2015.0,1,1
Nihilumbra,2014.0,2,1
Skyscraper Simulator,2015.0,2,1
Rocket League®,2011.0,6,3
Rocket League®,2012.0,2,1
Rocket League®,2013.0,17,10
Rocket League®,2014.0,98,53
Rocket League®,2015.0,273,157
The Cat Lady,2014.0,2,1
The Cat Lady,2015.0,2,1
Stonehearth,2014.0,4,2
Stonehearth,2015.0,11,6
Tiny Barbarian DX,2014.0,2,1
Axis Game Factory's AGFPRO v3,2015.0,2,1
WARMACHINE: Tactics,2014.0,2,1
Wrack,2013.0,2,1
Sparkle 2 Evo,2014.0,4,2
Tiny Brains,2014.0,2,1
Tiny Brains,2015.0,2,1
theHunter Classic,2014.0,26,15
theHunter Classic,2015.0,20,12
Bus-Simulator 2012,2013.0,2,1
Gorky 17,2014.0,1,1
Enclave,2014.0,5,3
Enclave,2015.0,4,3
FortressCraft Evolved!,2014.0,2,1
FortressCraft Evolved!,2015.0,2,1
PAYDAY 2: The Official Soundtrack,2014.0,2,1
Pool Nation,2013.0,2,1
Pool Nation,2014.0,5,3
Obscure,2015.0,3,2
Obscure II (Obscure: The Aftermath),2014.0,2,1
resident evil 4 / biohazard 4,2012.0,2,1
resident evil 4 / biohazard 4,2014.0,4,3
resident evil 4 / biohazard 4,2015.0,2,1
GRID Autosport,2014.0,2,1
GRID Autosport,2015.0,8,4
Pro Cycling Manager 2014,2014.0,4,2
Journey of a Roach,2014.0,2,1
Max: The Curse of Brotherhood,2014.0,2,1
Magic 2015 - Duels of the Planeswalkers,2014.0,6,3
Magic 2015 - Duels of the Planeswalkers,2015.0,2,1
Cities: Skylines,2012.0,2,1
Cities: Skylines,2013.0,6,3
Cities: Skylines,2014.0,10,6
Cities: Skylines,2015.0,105,58
Jagged Alliance Flashback,2014.0,2,1
Truck Racer,2014.0,2,1
Child of Light,2014.0,11,6
Child of Light,2015.0,2,1
WRC 4 FIA World Rally Championship,2014.0,4,2
MXGP - The Official Motocross Videogame,2015.0,2,1
Project Nimbus,2012.0,2,1
Not The Robots,2014.0,2,1
Rebuild 3: Gangs of Deadsville,2014.0,2,1
Rebuild 3: Gangs of Deadsville,2015.0,2,1
South Park™: The Stick of Truth™ - Ultimate Fellowship Pack,2015.0,1,1
Fuse,2013.0,2,1
Fuse,2015.0,4,2
The Talos Principle,2014.0,2,1
The Talos Principle,2015.0,23,12
Max Gentlemen,2014.0,13,8
Max Gentlemen,2015.0,2,1
Infinity Wars: Animated Trading Card Game,2014.0,10,5
Bloody Trapland,2013.0,4,2
Bloody Trapland,2014.0,8,4
Bloody Trapland,2015.0,6,3
Violett Remastered,2015.0,1,1
Hyper Light Drifter,2014.0,8,4
Hyper Light Drifter,2015.0,1,1
Loren The Amazon Princess,2014.0,2,1
Ring Runner: Flight of the Sages,2015.0,2,1
Survivor Squad,2014.0,2,1
99 Spirits,2014.0,1,1
Deus Ex: The Fall,2014.0,6,3
Talisman: Prologue,2013.0,2,1
The Vanishing of Ethan Carter,2014.0,6,3
The Vanishing of Ethan Carter,2015.0,4,2
Adventure Time: Finn and Jake's Epic Quest,2014.0,2,1
Scania Truck Driving Simulator,2014.0,1,1
Professional Farmer 2014,2014.0,1,1
Gauntlet™ Slayer Edition,2014.0,11,6
Dominions 4: Thrones of Ascension,2015.0,2,1
Just Cause 2: Multiplayer Mod,2013.0,60,34
Just Cause 2: Multiplayer Mod,2014.0,41,24
Just Cause 2: Multiplayer Mod,2015.0,26,15
PAYDAY 2: Gage Sniper Pack,2015.0,2,1
PAYDAY 2: Gage Mod Courier,2014.0,2,1
Ballpoint Universe - Infinite,2013.0,2,1
Ballpoint Universe - Infinite,2014.0,2,1
Sneaky Sneaky,2015.0,1,1
Drifter,2015.0,2,1
Savant - Ascent,2013.0,4,2
Savant - Ascent,2014.0,4,2
Savant - Ascent,2015.0,5,3
Hero of the Kingdom,2014.0,2,1
Finding Teddy,2014.0,3,2
3079 -- Block Action RPG,2014.0,4,2
Tales of Maj'Eyal,2014.0,5,3
Tales of Maj'Eyal,2015.0,2,1
Dead Sky,2013.0,2,1
Fading Hearts,2014.0,4,2
Fading Hearts,2015.0,2,1
